NEURECTOMIA VESTIBULAR PARA FOSSA MÉDIA OU POSTERIOR;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
NEURECTOMIA VESTIBULAR TRANSLABIRÍNTICA - SEM AUDIÇÃO;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO OSSO TEMPORAL;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR DO NERVO ACÚSTICO - RESSECÇÃO;;;;;HCO;HSO;REF;;;ORELHA INTERNA;ORELHA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABSCESSO OU HEMATOMA DE SEPTO NASAL - DRENAGEM COM OU SEM ANESTESIA GERAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORNETO INFERIOR - CAUTERIZAÇÃO LINEAR E/OU INFILTRAÇÃO MEDICAMENTOSA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EPISTAXE - CAUTERIZAÇÃO DA ARTÉRIA ESFENOPALATINA COM OU SEM MICROSCOPIA POR 
VIDEOENDOSCOPIA";;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - LIGADURA DAS ARTÉRIAS ETMOIDAIS;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERO-POSTERIOR, COM OU SEM ANESTESIA GERAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EPISTAXE - TAMPONAMENTO ANTERIOR;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FÍSTULA LIQUÓRICA - TRATAMENTO CIRÚRGICO ENDOSCÓPICO;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FRATURAS DOS OSSOS NASAIS - REDUÇÃO CIRÚRGICA E GESSO;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
FRATURAS DOS OSSOS NASAIS - REDUÇÃO INCRUENTA E GESSO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPERFURAÇÃO COANAL - CORREÇÃO CIRÚRGICA INTRANASAL OU TRANSPALATINA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
IMPERFURAÇÃO COANAL - CORREÇÃO CIRURGICA INTRANASAL POR VIDEOENDOSCOPIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
OZENA - TRATAMENTO CIRÚRGICO;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PERFURAÇÃO DO SEPTO NASAL - CORREÇÃO CIRÚRGICA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
POLIPECTOMIA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DE NARIZ, COM OU SEM ANESTESIA GERAL POR VIDEOENDOSCOPIA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RINECTOMIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RINOSSEPTOPLASTIA FUNCIONAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SEPTOPLASTIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE DEFORMIDADE TRAUMÁTICA NASAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TUMOR INTRANASAL - EXÉRESE POR RINOTOMIA LATERAL;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
TUMOR INTRANASAL - EXÉRESE POR VIA TRANSNASAL;;;;Seg. Ambulatorial;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TURBINECTOMIA OU TURBINOPLASTIA;;;;;HCO;HSO;REF;;;NARIZ;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANTROSTOMIA MAXILAR INTRANASAL;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ANTROSTOMIA MAXILAR, ETMOIDECTOMIA (ABERTURA DE TODAS AS CAVIDADES PARANASAIS);;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTÉRIA MAXILAR INTERNA - LIGADURA TRANSMAXILAR;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIOPSIA - SEIOS PARANASAIS;;;;Seg. Ambulatorial;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE - PÓLIPO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE CISTO NASO-ALVEOLAR E GLOBULAR;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR COM ABORDAGEM CRANIOFACIAL ONCOLÓGICA (TEMPO FACIAL);;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE SEIOS PARANASAIS POR VIA ENDOSCOPICA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MAXILECTOMIA COM OU SEM EXENTERAÇÃO DE ÓRBITA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO MAXILAR SUPERIOR E RECONSTRUÇÃO À CUSTA DE RETALHOS;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RESSECÇÃO DO MESO E INFRA-ESTRUTURA DO MAXILAR SUPERIOR;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
SINUSECTOMIA FRONTAL COM RETALHO OSTEOPLÁSTICO OU VIA CORONAL;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA FRONTO-ETMOIDAL POR VIA EXTERNA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA MAXILAR CALDWELL-LUC;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"SINUSECTOMIA MAXILAR OU ETMOIDAL OU ESFENOIDAL OU FRONTAL ENDOSCÓPICA OU POR MICROSCOPIA, 
VIA ENDONASAL";;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSECTOMIA TRANSMAXILAR - ERMIRO DE LIMA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SINUSOTOMIA ESFENOIDAL OU FRONTAL INTRANASAL OU FRONTAL VIA EXTERNA;;;;;HCO;HSO;REF;;;SEIOS PARANASAIS;NARIZ E SEIOS PARANASAIS;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
COSTECTOMIA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESTERNECTOMIA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FECHAMENTO DE PLEUROSTOMIA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MOBILIZAÇÃO DE RETALHOS MUSCULARES OU DO OMENTO;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLUMBAGEM EXTRAFASCIAL;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA REGIÃO ESTERNAL COM RETALHOS MUSCULARES;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REDUÇÃO INCRUENTA DE FRATURA LUXAÇÃO DE ESTERNO OU COSTELA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
RESSECÇÃO DE TUMOR DO DIAFRAGMA E RECONSTRUÇÃO;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACECTOMIA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOPLASTIA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA COM BIÓPSIA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TORACOTOMIA EXPLORADORA;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA OSTEOMIELITE DE COSTELA OU ESTERNO;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE FRATURAS DO GRADIL COSTAL;;;;;HCO;HSO;REF;;;PAREDE TORÁCICA;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA INCISIONAL DE MAMA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIA PERCUTÂNEA À VACUO GUIADA POR RAIO X, ULTRASSONOGRAFIA OU RESSONÂNCIA MAGNÉTICA 
(MAMOTOMIA) - COM DIRETRIZ DE UTILIZAÇÃO";;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;7;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIA PERCUTÂNEA DE FRAGMENTO MAMÁRIO (CORE BIOPSY) ORIENTADA POR US OU RX - AGULHA 
GROSSA";;;;Seg. Ambulatorial;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM DE ABSCESSO DE MAMA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DRENAGEM E/OU ASPIRAÇÃO DE SEROMA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
EXÉRESE DE LESÃO DA MAMA POR MARCAÇÃO ESTEREOTÁXICA OU ROLL;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE MAMA SUPRA-NUMERÁRIA;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE NÓDULO;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
FISTULECTOMIA DE MAMA;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LINFADENECTOMIA AXILAR;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"MARCAÇÃO PRÉ-CIRÚRGICA POR ESTEREOTAXIA, ORIENTADA POR MAMOGRAFIA, ULTRASSONOGRAFIA, 
TOMOGRAFIA COMPUTADORIZADA OU RESSONÂNCIA MAGNÉTICA";;;;Seg. Ambulatorial;HCO;HSO;REF;PAC;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PUNÇÃO OU BIÓPSIA PERCUTÂNEA DE AGULHA FINA;;;;Seg. Ambulatorial;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
QUADRANTECTOMIA COM OU SEM LINFADENECTOMIA AXILAR;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RECONSTRUÇÃO DA MAMA COM PRÓTESE E/OU EXPANSOR EM CASOS DE LESÕES TRAUMÁTICAS E 
TUMORES";;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO DA PLACA ARÉOLO MAMILAR;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RECONSTRUÇÃO MAMÁRIA COM RETALHOS MUSCULARES E/OU CUTÂNEOS EM CASOS DE LESÕES 
TRAUMÁTICAS E TUMORES";;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DA VÁLVULA APÓS COLOCAÇÃO DE EXPANSOR PERMANENTE;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUBSTITUIÇÃO DE PRÓTESE EM CASO DE LESÕES TRAUMÁTICAS E TUMORES;;;;;HCO;HSO;REF;;;MAMAS;PAREDE TORÁCICA;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
AUTOTRANSPLANTE CUTÂNEO, ÓSSEO E/OU MUSCULAR LIGADO POR PEDÍCULO VASCULAR;;;;;HCO;HSO;REF;;;AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOTRANSPLANTE DE EPIPLON;;;;;HCO;HSO;REF;;;AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"MICROCIRURGIA NAS GRANDES RECONSTRUÇÕES DE CABEÇA E PESCOÇO, NAS EXTENSAS PERDAS DE 
SUBSTÂNCIA E NA ABLAÇÃO DE TUMORES AO NÍVEL DOS MEMBROS (COM MICROANASTOMOSES 
VASCULARES)";;;;;HCO;HSO;REF;;;AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE ÓSSEO VASCULARIZADO (MICROANASTOMOSE);;;;;HCO;HSO;REF;;;AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES CUTÂNEOS AUTÓLOGOS COM OU SEM MICROANASTOMOSES VASCULARES);;;;;HCO;HSO;REF;;;AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTES MUSCULARES AUTÓLOGOS (COM MICROANASTOMOSES VASCULARES);;;;;HCO;HSO;REF;;;AUTOTRANSPLANTES OSTEOMIOCUTÂNEOS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
REIMPLANTE DOS MEMBROS SUPERIORES OU INFERIORES OU PARTES;;;;;HCO;HSO;REF;;;"TRANSPLANTES, REIMPLANTES E 
REVASCULARIZAÇÕES DOS MEMBROS";"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE ARTICULAR DE METATARSOFALÂNGICA PARA A MÃO;;;;;HCO;HSO;REF;;;"TRANSPLANTES, REIMPLANTES E 
REVASCULARIZAÇÕES DOS MEMBROS";"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSPLANTE DE DEDOS DO PÉ PARA A MÃO;;;;;HCO;HSO;REF;;;"TRANSPLANTES, REIMPLANTES E 
REVASCULARIZAÇÕES DOS MEMBROS";"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROCENTESE OU PUNÇÃO DIAGNÓSTICA OU TERAPÊUTICA DE ESTRUTURAS OU CAVIDADES EXTRA-
ARTICULARES COM APLICAÇÃO DE SUBSTÂNCIAS TERAPÊUTICAS";;;;Seg. Ambulatorial;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA CIRÚRGICA PARA CONDROPLASTIA POR ABRASÃO, PERFURAÇÕES MÚLTIPLAS, REDUÇÃO DE 
FRATURAS, RESSECÇÃO OU DESBRIDAMENTOS DE FRAGMENTOS TENDÍNEOS, OSTEOCONDROMATOSE, 
RESSECÇÃO DE BURSAS E CALCIFICAÇÕES TENDÍNEAS, FIXAÇÃO DE FRATURAS E FRAGMENTOS 
OSTEOCONDRAIS, DESCOMPRESSÃO DO CANAL CARPIANO, SINOVECTOMIA, ENCURTAMENTO DO CUBITAL E";;;;;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA DESCOMPRESSÃO SUBACROMIAL COM ROTURA DO MANGUITO ROTADOR, RESSECÇÃO 
DA EXTREMIDADE LATERAL DA CLAVÍCULA, ARTRODESE DO OMBRO, FIXAÇÃO MENISCA";;;;;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA PARA SINOVECTOMIAS E RESSECÇÃO DE MENISCOS;;;;;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PROCEDIMENTO;"RN 
(alteração)";VIGÊNCIA;Seg. Odontológica;Seg. Ambulatorial;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
ARTROSCOPIA PARA RECONSTRUÇÃO, RETENCIONAMENTO OU REFORÇO DE LIGAMENTO;;;;;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ARTROSCOPIA PARA TRATAMENTO DE INFECÇÃO, REMOÇÃO DE CORPOS ESTRANHOS OU FRAGMENTOS 
LIVRES, SINOVECTOMIA PARCIAL (PLICAS), ADERÊNCIAS, MANIPULAÇÕES, DESBRIDAMENTOS";;;;;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROSCOPIA PARA TRATAMENTO DE LUXAÇÃO RECIDIVANTE;;;;;HCO;HSO;REF;;;ARTROSCOPIA;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
INSTALAÇÃO DE HALO CRANIANO;;;;;HCO;HSO;REF;;;TRAÇÃO;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRAÇÃO CUTÂNEA E OU TRANSESQUELETICA - QUALQUER LOCALIZAÇÃO;;;;;HCO;HSO;REF;;;TRAÇÃO;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE PRÓTESES DE SUBSTITUIÇÃO DE PEQUENAS ARTICULAÇÕES;;;;;HCO;HSO;REF;;;RETIRADA DE MATERIAL DE SÍNTESE;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AMPUTAÇÃO/DESARTICULAÇÃO DE MEMBRO OU SEGMENTO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTRODESE COM OU SEM FIXADOR EXTERNO (DINÂMICO OU NÃO);;;;;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROPLASTIA COM OU SEM IMPLANTE;;;;;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ARTROTOMIA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
AUTOENXERTO ÓSSEO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORPO ESTRANHO INTRA-ÓSSEO, SUBCUTÂNEO - TRATAMENTO CIRÚRGICO;;;;Seg. Ambulatorial;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"CORREÇÃO DE DEFORMIDADE ADQUIRIDA E OU CONGÊNITA COM OU SEM FIXADOR EXTERNO (DINÂMICO OU 
NÃO)";;;;;HCO;HSO;REF;;;PROCEDIMENTOS GERAIS;"SISTEMA MÚSCULO-ESQUELÉTICO E 
ARTICULAÇÕES";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
